Id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
1510,Papacream,Yes,No,3.7,17,JP Nagar,Dessert Parlor,NA,"Desserts, Ice Cream",350,Delivery
1511,Woodys,Yes,No,2.6,208,JP Nagar,Casual Dining,"Curd Rice, Pongal, Coffee, Thali, Noodles, Pav Bhaji, Masala Dosa","Chinese, South Indian, North Indian",650,Delivery
1512,JP Fish Land,Yes,No,3.6,24,BTM,Quick Bites,NA,Seafood,300,Delivery
1513,Pepper Crown Restaurant,Yes,No,3.2,7,Bannerghatta Road,Casual Dining,NA,"Continental, North Indian, Chinese",700,Delivery
1514,Pizza Paradise,Yes,No,3.6,59,JP Nagar,Quick Bites,NA,Pizza,500,Delivery
1516,The Curry Hut Plus,Yes,No,3.4,116,Bannerghatta Road,Casual Dining,"Thai Chicken, Paratha, Mutton Fry","North Indian, South Indian, Chinese",400,NA
1520,Malabar Mess,No,No,3.7,43,Bannerghatta Road,Mess,NA,Kerala,250,Delivery
1521,Malabar Cafe,Yes,No,3.3,4,Bannerghatta Road,Quick Bites,NA,"South Indian, Kerala, Biryani",400,Delivery
1522,Tangra Indo  Chinese Cuisine,Yes,No,3.6,29,Jayanagar,Food Court,NA,"Chinese, Thai",400,Delivery
1523,Juice Junction,Yes,No,2.9,19,JP Nagar,Beverage Shop,NA,"Juices, Fast Food",150,Delivery
1525,Xpress Chai,Yes,No,3.3,6,BTM,"Beverage Shop, Quick Bites",NA,"Tea, Fast Food",150,Delivery
1527,Zhangs Classic,Yes,No,2.6,170,Bannerghatta Road,Casual Dining,"Chowmein, Chicken Manchow Soup, Momos, Dragon Rolls, Chicken Momo, Hot Pot, Sweet Corn Chicken Soup","Italian, Chinese, Japanese",600,Delivery
1528,Biryani RooheKhaas,Yes,No,0,0,Bannerghatta Road,Quick Bites,NA,"Biryani, Mughlai",400,Delivery
1529,Guru Greens,No,No,3.8,89,Bannerghatta Road,Casual Dining,"Tandoori Chicken, Beer, Pepper Chicken, French Chicken","North Indian, Chinese",550,Delivery
1530,D View Cafe,Yes,No,4,507,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages",1000,Delivery
1531,The Cuboidal,Yes,No,3.6,16,BTM,Quick Bites,NA,"Fast Food, Beverages, Sandwich",300,Delivery
1532,Delifusion  Hunger Sorted,Yes,No,3.3,6,Bannerghatta Road,Quick Bites,NA,"Continental, Chinese, North Indian",500,Delivery
1533,Flavour of China,Yes,No,3.8,254,BTM,Casual Dining,"Spring Roll, Chilli Chicken, Chowmein, Sweet Corn Chicken Soup, Dragon Chicken, Hakka Noodles, Chop Suey",Chinese,550,Delivery
1534,AlMarhaba Restaurant,Yes,No,0,0,BTM,Quick Bites,NA,"Arabian, Chinese, North Indian, Rolls, Momos",400,Delivery
1535,Gujrati Mess,Yes,No,3.6,18,JP Nagar,Mess,NA,Gujarati,200,Delivery
1536,Heaven 2 Oven,Yes,No,0,0,BTM,Quick Bites,NA,Chinese,300,Delivery
1537,CakeOMania,Yes,No,3.4,7,Bannerghatta Road,"Takeaway, Delivery",NA,"Bakery, Desserts",300,Delivery
1538,The Park Inn Restaurant,No,No,3,18,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",450,Delivery
1539,Green Go,Yes,No,0,0,Bannerghatta Road,Beverage Shop,NA,"Beverages, Juices",200,Delivery
1541,Eagle Ridge,No,Yes,3.2,8,Bannerghatta Road,Casual Dining,NA,"South Indian, North Indian, Chinese",700,Delivery
1542,Vidya Cafe,Yes,No,3.2,4,JP Nagar,Quick Bites,NA,"Burger, Fast Food, Desserts, Sandwich",300,Delivery
1544,Kabab Treat,Yes,No,2.8,334,Bannerghatta Road,Casual Dining,"Biryani, Tandoori Chicken, Chicken Grill, Shawarma Roll","North Indian, Chinese",500,NA
1546,Limra Hotel,Yes,No,3.3,26,BTM,Quick Bites,NA,"Chinese, North Indian",300,Delivery
1547,Punjabi Unplugged,Yes,No,0,0,Bannerghatta Road,Quick Bites,NA,North Indian,500,Delivery
1550,Pizza On The Way,No,No,0,0,Bannerghatta Road,Quick Bites,NA,Pizza,300,Delivery
1552,Kafe Nook,Yes,No,3.6,35,BTM,Quick Bites,NA,Fast Food,300,Delivery
1553,Kumbha Bhojanam,No,No,3.6,11,Bannerghatta Road,Food Court,NA,Andhra,300,Delivery
1554,Yummerica Fries,No,No,3.3,16,BTM,Quick Bites,NA,"Fast Food, Beverages",300,Delivery
1555,Frozen Bottle,Yes,No,3.6,59,JP Nagar,Beverage Shop,NA,"Beverages, Desserts, Ice Cream",400,Delivery
1556,Casa Piccosa,Yes,Yes,4.1,842,JP Nagar,"Casual Dining, Bar","Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter","South American, Continental, Italian",1100,Delivery
1557,Rolls On Wheels,No,No,3.4,25,Bannerghatta Road,Quick Bites,NA,"Fast Food, Rolls, Momos",300,Delivery
1558,Bake Addiction,Yes,No,4,88,JP Nagar,Bakery,"Cup Cake, Swiss Roll","Bakery, Desserts",500,Delivery
1559,Tongue Twisters,Yes,No,3.5,283,BTM,Quick Bites,"Veg Thali, Fish Thali","Bengali, North Indian, Oriya",350,Delivery
1560,Hot Rolls & House Of Kebabs,Yes,No,3.1,55,JP Nagar,Quick Bites,NA,"Rolls, Kebab, Biryani",200,Delivery
1561,Aami Kolkata,No,No,3.3,5,Bannerghatta Road,Delivery,NA,Bengali,600,Delivery
1563,Vaathsalya Millet Cafe,Yes,Yes,4.1,293,JP Nagar,Casual Dining,"Khichda, Thali, Jowar Roti, Cucumber Juice, Brownie, Palak Soup, Buttermilk","Healthy Food, South Indian",500,Delivery
1564,Chaatimes,Yes,No,4.1,9,BTM,Quick Bites,NA,"Street Food, Fast Food",250,Delivery
1565,Hungry Buddies,No,No,3.3,33,BTM,Quick Bites,NA,North Indian,150,Delivery
1567,The Chaat Shop,No,No,3.2,9,BTM,Quick Bites,NA,Street Food,100,Delivery
1568,TheRiceBowlIn,Yes,No,3.4,19,BTM,Takeaway,NA,"Biryani, North Indian",200,Delivery
1569,Guru Garden,No,No,2.9,106,Bannerghatta Road,Casual Dining,Biryani,"North Indian, Chinese",450,NA
1571,Cakes By M,No,No,3.4,7,Bannerghatta Road,Delivery,NA,Bakery,500,Delivery
1572,Brewz Coffee,Yes,No,3,61,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650,Delivery
1573,Fritz Haber,Yes,No,3.4,4,South Bangalore,Delivery,NA,"Ice Cream, Desserts",450,Delivery
1574,Athithi,No,No,2.8,80,Bannerghatta Road,Casual Dining,Dum Biryani,"Andhra, Biryani, Chinese, North Indian",650,NA
1579,Roll N Rock,Yes,No,3.7,33,JP Nagar,Quick Bites,NA,"Chinese, North Indian, Mughlai, Rolls",400,Delivery
1580,Smooth Blender,Yes,No,3.4,7,Bannerghatta Road,Beverage Shop,NA,Beverages,300,Delivery
1581,Sri Bhagya Grand,Yes,No,3.4,186,Bannerghatta Road,Casual Dining,"Pav Bhaji, Tea, Tandoori Roti, Coffee, Malai Kofta, Vada, Curd Rice","South Indian, North Indian, Chinese, Street Food, Beverages",450,Delivery
1582,Shree Guru Juice N Ice,Yes,No,3.3,5,Bannerghatta Road,Quick Bites,NA,"Fast Food, Chinese, Beverages",250,Delivery
1583,Bhavya Military Hotel,No,No,3.5,18,Bannerghatta Road,Quick Bites,NA,South Indian,300,Delivery
1584,Neals Cafe,No,No,3.1,14,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",550,Delivery
1585,Flavorsome Bakes,No,No,4,93,Bannerghatta Road,"Takeaway, Delivery","Cup Cake, Pineapple Cake","Bakery, Desserts",800,Delivery
1586,Bakeooh,No,No,3.7,17,Bannerghatta Road,"Takeaway, Delivery",NA,Bakery,350,Delivery
1587,The Yummy Tummy,No,No,3.5,13,Bannerghatta Road,Quick Bites,NA,"North Indian, Street Food",200,Delivery
1588,Mast Kalandar,No,No,2.4,183,Bannerghatta Road,Delivery,"Lassi, Raita, Chole, Dal Makhani, Gulab Jamun, Buttermilk",North Indian,450,NA
1591,Sultans Biryani,No,No,3,12,Bannerghatta Road,Delivery,NA,"Biryani, North Indian",700,Delivery
1592,Halli Sogasu,No,No,3,15,Bannerghatta Road,Casual Dining,NA,"South Indian, Andhra",600,Delivery
1595,Crepe Nation,Yes,No,3.8,12,South Bangalore,Food Truck,NA,"Fast Food, Desserts",300,Delivery
1596,RICE BAR,No,No,3.1,7,Bannerghatta Road,Delivery,NA,"North Indian, Biryani",500,Delivery
1597,Kanika Biryani Paradise,No,No,3.4,15,Bannerghatta Road,Casual Dining,NA,"North Indian, Andhra, Biryani",700,Delivery
1598,Resto,No,No,3.7,40,Bannerghatta Road,Quick Bites,NA,"Chinese, North Indian, Fast Food, Momos",350,Delivery
1599,New Tandoori Point,No,No,3.3,9,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",600,Delivery
1600,Shiv Sagar,No,No,2.9,85,Bannerghatta Road,Quick Bites,"Masala Dosa, Chole Bhature, Coffee","South Indian, Street Food",250,Delivery
1601,Little Shangai,No,No,3.3,4,Bannerghatta Road,Food Court,NA,"Chinese, North Indian, Fast Food",400,Delivery
1602,Nadellas Kitchen,No,No,3.3,4,Bannerghatta Road,Quick Bites,NA,"North Indian, Biryani",300,Delivery
1603,Uncles Kitchen,No,No,2.8,12,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese, Fast Food",450,Delivery
1605,Coastal Inn,No,No,3.4,66,Bannerghatta Road,Casual Dining,"Biryani, Sea Food, Fish Thali","Chinese, North Indian, Seafood",800,NA
1607,Moms Momos,No,No,3.3,6,Bannerghatta Road,Quick Bites,NA,Chinese,300,Delivery
1608,Aishwarya Parkland,No,No,2.9,59,Bannerghatta Road,Casual Dining,NA,"Chinese, North Indian",500,Delivery
1609,Slice of Spice,No,No,3.1,4,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",400,Delivery
1610,Bao and Rolls,No,No,3.6,19,Bannerghatta Road,Quick Bites,NA,"Rolls, Kebab, Fast Food",250,Delivery
1611,Andhra Bhojanam,No,No,3.6,21,Bannerghatta Road,Casual Dining,NA,"North Indian, South Indian, Andhra",600,Delivery
1614,Kanchan Dhaba,No,No,3.2,4,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",350,Delivery
1615,Encyclofoodia,No,No,3.9,26,Bannerghatta Road,Quick Bites,NA,"Kerala, North Indian",350,Delivery
1616,Bella?s Kitchen,No,No,2.9,31,Bannerghatta Road,Casual Dining,NA,"Chinese, Seafood, North Indian",600,Delivery
1617,Food Feast Multicusine Restaurant,No,No,3.3,16,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese, Hyderabadi",600,Delivery
1618,Bangalir Rannaghar,No,No,2.9,58,Bannerghatta Road,Quick Bites,Noodles,"Bengali, North Indian, Chinese",250,Delivery
1619,Sai Samosa & Chat Corner,No,No,3.3,9,Bannerghatta Road,"Takeaway, Delivery",NA,"Fast Food, Street Food",200,Delivery
1620,Lalchees Rasoi,No,No,3.6,162,Bannerghatta Road,Casual Dining,"Rolls, Chicken Curry, Hara Bhara Kebab, Egg Masala, Egg Curry, Naan, Roti","North Indian, Chinese",500,NA
1622,Kailash Parbat,No,No,2.7,67,Bannerghatta Road,Food Court,"Chole, Chaat, Gulab Jamun, Dahipuri, Sev Puri, Bhel Puri, Pakoda","North Indian, Street Food",300,Delivery
1627,Dreams Kitchen,No,No,3.1,7,Bannerghatta Road,Casual Dining,NA,"North Indian, Andhra, Chinese",700,Delivery
1629,Tandoor Hut,No,No,2.2,90,Bannerghatta Road,Casual Dining,"Noodles, Tandoori Chicken","North Indian, Chinese",750,Delivery
1630,The Chocolatiers,No,No,3.5,14,Bannerghatta Road,Dessert Parlor,NA,Desserts,150,Delivery
1631,Ballava,No,No,3.3,5,Bannerghatta Road,Quick Bites,NA,"North Indian, South Indian",400,Delivery
1632,Zaika Take Away,No,No,2.4,96,Bannerghatta Road,Casual Dining,"Butter Naan, Kadhai Mushroom","North Indian, Chinese, Thai",500,NA
1639,Snackiey,No,No,3.5,11,Bannerghatta Road,Quick Bites,NA,North Indian,250,Delivery
1647,Sandwich Mamas,No,No,3.2,4,Bannerghatta Road,Quick Bites,NA,Fast Food,300,Delivery
1648,The Shake Factory Originals,No,No,3.3,8,Bannerghatta Road,"Beverage Shop, Quick Bites",NA,"Beverages, Fast Food",200,Delivery
1649,Foodiction,No,No,2.9,54,Bannerghatta Road,Quick Bites,NA,"North Indian, Fast Food, Chinese, Burger",500,Delivery
1650,Hotel Lakshmi Paradise,No,No,3.3,7,Bannerghatta Road,Quick Bites,NA,"North Indian, Mughlai",400,Delivery
1655,Desi Bites,No,No,3.3,4,Bannerghatta Road,Food Court,NA,Street Food,200,Delivery
1656,Shiv Sai,No,No,3.2,4,Bannerghatta Road,Quick Bites,NA,North Indian,400,Delivery
1657,Dastarkhan,No,No,0,0,Bannerghatta Road,Quick Bites,NA,Mughlai,400,Delivery
1677,Northway Cuisine,No,No,0,0,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",350,Delivery
1681,The Ocean Kitchen,No,No,0,0,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese, Seafood, South Indian",200,Delivery
1682,Smooth,No,No,0,0,Bannerghatta Road,Food Court,NA,"Desserts, Ice Cream",200,Delivery
1685,The Juicy,Yes,No,3.5,13,JP Nagar,Beverage Shop,NA,"Beverages, Juices",100,Delivery
1686,Feast and Burp,No,No,3.3,4,Bannerghatta Road,Quick Bites,NA,North Indian,300,Delivery
1691,Zengi Pub & Restaurant,Yes,No,3.7,30,BTM,"Pub, Casual Dining",NA,"Finger Food, Continental, Chinese",900,Delivery
1692,Cafe Indiana,No,No,3.5,17,Bannerghatta Road,"Quick Bites, Dessert Parlor",NA,"Fast Food, Desserts",600,Delivery
1697,Ammis Biryani,No,No,2.4,392,Bannerghatta Road,NA,"Chicken Biryani, Hyderabadi Biryani, Rolls, Mutton Biryani, Raita, Kheer, Vegetable Biryani","Biryani, North Indian",500,Delivery
1698,Multi Cakes,No,No,3,9,Bannerghatta Road,Bakery,NA,"Bakery, Desserts",200,Delivery
1699,Bhukkad,No,No,3.1,7,Bannerghatta Road,Quick Bites,NA,"Healthy Food, Fast Food",250,Delivery
1702,Malhar Maharashtrian Cuisine,Yes,No,4,101,Bannerghatta Road,Casual Dining,"Brinjal Curry, Misal Pav, Chicken Thali, Chicken Kolhapuri, Sabudana Vada, Veg Thali",Maharashtrian,500,Delivery
1703,Mandi,Yes,Yes,3.8,560,JP Nagar,Casual Dining,"Phirni, Chaat, Noodles, Rasgulla, Rabri, Butter Naan, Jalebi",North Indian,800,Delivery
1704,Pallavi North Indian Veg Restaurant,Yes,No,3.7,243,JP Nagar,Casual Dining,"Butter Paneer, Butter Naan, Panneer Butter Masala, Tandoori Roti","Biryani, North Indian, Chinese",450,Delivery
1705,Restro Cafe,Yes,No,3.8,30,Jayanagar,Cafe,NA,Cafe,400,Delivery
1706,Idly Pidly,Yes,No,3.2,148,Bannerghatta Road,Quick Bites,Tea,South Indian,250,Delivery
1707,Vasudev Adigas,No,No,2.3,291,Bannerghatta Road,Casual Dining,"Coffee, Masala Dosa, Curd Rice, Idli Vada","South Indian, North Indian, Chinese, Street Food, Juices",250,Delivery
1709,TGI Fridays,Yes,Yes,3.9,1337,Bannerghatta Road,Lounge,"Cocktails, Salads, Burgers, Long Island Iced Tea, Tacos, Nachos, Steak","American, Burger, Italian, Steak",1700,Delivery
1710,Just Bake,Yes,No,2.6,22,Bannerghatta Road,"Bakery, Quick Bites",NA,"Bakery, Desserts",400,Delivery
1711,Earth Plate Express,Yes,No,3.9,33,JP Nagar,Food Court,NA,"Italian, Continental",600,Delivery
1712,Gharelu Zaika,Yes,No,3.7,22,JP Nagar,Delivery,NA,North Indian,250,Delivery
1713,Sardarji Londonwaley,No,No,0,0,Bannerghatta Road,Delivery,NA,North Indian,450,Delivery
1714,Apsara Ice Cream,No,No,4,65,Bannerghatta Road,Dessert Parlor,Panipuri,"Ice Cream, Desserts",200,Delivery
1715,Jiyo Natural,No,No,3.6,14,South Bangalore,Delivery,NA,"Healthy Food, North Indian",300,Delivery
1718,Zyksha,No,No,3.4,9,South Bangalore,Food Truck,NA,Fast Food,200,Delivery
1719,Biryani Times,No,No,3.5,16,JP Nagar,Quick Bites,NA,Biryani,300,Delivery
1724,Targaryens Kitchen,Yes,No,3.6,43,JP Nagar,Casual Dining,Tandoori Chicken,"Chinese, North Indian, Mughlai",600,Delivery
1725,Sakshi,Yes,No,3,38,Bannerghatta Road,Casual Dining,NA,"North Indian, Biryani, Chinese, Seafood",550,Delivery
1726,MK Dabbawala,No,No,3,22,Bannerghatta Road,Delivery,NA,North Indian,400,Delivery
1727,Desi Vibes,Yes,No,3.7,46,BTM,Casual Dining,Malai Kofta,North Indian,400,Delivery
1728,Polar Bear,Yes,No,0,0,CV Raman Nagar,Dessert Parlor,NA,Ice Cream,150,Delivery
1730,The French Loaf,Yes,No,2.9,25,Bannerghatta Road,"Bakery, Quick Bites",NA,"Bakery, Desserts, Sandwich",400,Delivery
1731,Kulfi & More,Yes,No,3.7,46,BTM,Dessert Parlor,"Faluda, Rabri, Malai Kulfi","Ice Cream, Desserts, Juices",150,Delivery
1732,Dal Roti,Yes,No,3.7,117,JP Nagar,Quick Bites,"Dal Makhani, Thali, Rajma Masala, Dal Fry, Sweet Lassi, Gulab Jamun",North Indian,150,NA
1736,Jhasaa,Yes,No,3.2,8,BTM,"Takeaway, Delivery",NA,"Seafood, Salad, North Indian, Biryani, Chinese",500,Delivery
1738,Status,Yes,No,3.2,66,Bannerghatta Road,Casual Dining,Prompt Service,"North Indian, Chinese",600,NA
1740,Juice Fresco & Pizza,Yes,No,3.4,12,JP Nagar,"Quick Bites, Beverage Shop",NA,"Beverages, Pizza",300,Delivery
1741,BMR Hyderabad Biryani,Yes,No,3.6,24,BTM,"Takeaway, Delivery",NA,Biryani,400,Delivery
1743,Dakshin Food Palace,Yes,No,3.7,42,JP Nagar,Casual Dining,NA,"South Indian, North Indian, Chinese",450,Delivery
1744,Darjeeling Momo Adda,Yes,No,3.1,81,Bannerghatta Road,Quick Bites,NA,"Chinese, Tibetan, North Indian, Momos",200,Delivery
1745,Bottle Breacher,No,Yes,4.1,1187,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","Italian, Continental",1200,Delivery
1746,Special Biriyani,Yes,No,2.9,4,JP Nagar,Quick Bites,NA,"North Indian, Biryani",300,Delivery
1750,The Tucck Box,Yes,No,3.4,7,JP Nagar,Quick Bites,NA,"Chinese, South Indian",300,Delivery
1751,Swad Plaza,Yes,No,3.4,6,BTM,Quick Bites,NA,"North Indian, Chinese",400,Delivery
1753,Sweet Chariot,Yes,No,2.8,25,Bannerghatta Road,Dessert Parlor,NA,"Bakery, Desserts, Fast Food",500,Delivery
1755,Desi Aahar,Yes,No,0,0,BTM,Quick Bites,NA,"North Indian, Chinese, Seafood",400,Delivery
1756,Bhojan99,Yes,No,0,0,Bannerghatta Road,Quick Bites,NA,Fast Food,200,Delivery
1757,Kesariya,No,Yes,4.2,1212,JP Nagar,Casual Dining,"Kheer, Fruit Cream, Panipuri, Rajasthani Thali, Kulfi, Shrikhand, Dal Bati",Rajasthani,1200,Delivery
1758,Swad Restaurant,Yes,No,3.7,115,BTM,Casual Dining,"Thali, Paratha, Dal Kichadi","Chinese, North Indian",550,NA
1760,Checkpost,Yes,No,4.1,952,JP Nagar,Casual Dining,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Ghee Idli, Noodles","South Indian, Seafood, Rolls, Beverages",400,Delivery
1761,Nourich,No,Yes,0,0,JP Nagar,Casual Dining,NA,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",800,Delivery
1762,Karavali Grand,Yes,Yes,0,0,JP Nagar,Casual Dining,NA,"North Indian, Seafood",600,Delivery
1764,Nandhini Paradise,No,No,3.8,915,JP Nagar,Casual Dining,"Ghee Rice, Hyderabadi Biryani, Butter Naan, Chicken Guntur, Thali",North Indian,600,Delivery
1765,New Kabab Plaza,Yes,No,3.7,135,BTM,Casual Dining,"Shawarma Roll, Chicken Grill, Tandoori Chicken, Chicken Wings, Ghee Rice, Pulpy Grape Juice","North Indian, Chinese",500,Delivery
1766,Coastal Mama,No,Yes,4.1,466,JP Nagar,Casual Dining,"Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Buttermilk","Konkan, Mangalorean, North Indian, Seafood",700,Delivery
1767,Wudfyr,Yes,No,0,0,JP Nagar,Quick Bites,NA,"Fast Food, Italian, North Indian, Steak",700,Delivery
1768,Waah Biryani,No,No,3.8,115,JP Nagar,Quick Bites,"Biryani, Butter Chicken, Chicken Wings, Tandoori Chicken, Chicken Grill, Arabian Grape Juice","North Indian, Chinese, Biryani",350,NA
1770,Rara Avis,No,No,3.9,61,JP Nagar,"Takeaway, Delivery",Chicken Curry,"Kerala, Seafood, Biryani, Desserts",400,Delivery
1771,Chillz,No,No,3.5,9,JP Nagar,Quick Bites,NA,"Fast Food, Juices, Street Food",100,Delivery
1772,Sri Lakshmi Curries & Pickles,No,No,2.9,60,JP Nagar,Casual Dining,NA,"Andhra, Biryani",400,Delivery
1773,Baskin Robbins,No,No,3.9,86,JP Nagar,Dessert Parlor,Mississippi Mud,Ice Cream,250,Delivery
1774,The Punjabi Rasoi,No,No,0,0,JP Nagar,Casual Dining,NA,North Indian,800,Delivery
1775,Royal Chef Naati Oota,No,No,4,193,JP Nagar,Casual Dining,"Chicken Biryani, Donne Biryani, Chilli Chicken, Mutton Chops, Paratha, Mutton Biryani, Nati Biryani","South Indian, Biryani, North Indian",500,Delivery
1777,Vasantha Grand,No,No,0,0,JP Nagar,Quick Bites,NA,"South Indian, North Indian, Chinese",250,Delivery
1778,Cafe Hops,No,No,3.7,24,JP Nagar,Dessert Parlor,NA,"Desserts, Bakery",300,Delivery
1779,Flow  Terrace Bar & Grill,No,No,3.8,82,JP Nagar,"Lounge, Bar","Cocktails, Pizza, Chicken Tikka, Fish, Burgers, Nachos, Almond Flakes","Pizza, Continental, North Indian, Chinese",1000,Delivery
1780,Ningi Family Restaurant,No,No,3.5,10,JP Nagar,Quick Bites,NA,"South Indian, Biryani, Chinese",400,Delivery
1781,Lassi Corner,No,No,0,0,JP Nagar,Beverage Shop,NA,"Beverages, Desserts",200,Delivery
1782,Advika Briyani Center,No,No,3.4,8,JP Nagar,Delivery,NA,Biryani,300,Delivery
1783,Chill Magic,No,No,0,0,JP Nagar,Beverage Shop,NA,"Juices, Beverages",200,Delivery
1784,Sai Jagannath Food and Chats Point,No,No,3.8,23,Bommanahalli,Quick Bites,NA,"South Indian, Chinese",300,Delivery
1785,Joeys,No,No,3.7,43,BTM,Quick Bites,NA,"Chinese, Fast Food",300,Delivery
1786,Sree Krishna Kafe,No,No,3.9,115,JP Nagar,Quick Bites,"Vada, Pongal, Podi Idli, Masala Dosa, Podi Dosa, Idiyappam, Rice",South Indian,200,Delivery
1787,Dilish Kitchens,No,No,3.7,28,BTM,Casual Dining,Biryani,"North Indian, Chinese",500,Delivery
1788,Daily Bread,No,No,3.2,63,JP Nagar,"Bakery, Quick Bites","Pasta, Sandwiches, Cappuccino, Sandwich","Bakery, Fast Food, Italian",600,Delivery
1789,Shanmukha,No,No,3.1,39,JP Nagar,"Takeaway, Delivery",NA,"Biryani, Seafood, Chinese, Charcoal Chicken",400,Delivery
1790,Jaganath Restaurant And Hotel,No,No,3.2,8,JP Nagar,Quick Bites,NA,North Indian,300,Delivery
1791,Thayee Touch,No,No,3.6,30,JP Nagar,Casual Dining,NA,"North Indian, Chinese, South Indian",450,Delivery
1792,Eten,No,No,3.8,32,JP Nagar,Delivery,NA,"Salad, Healthy Food",600,Delivery
1793,Owls Kitchen,No,No,3.1,44,BTM,Delivery,Brownie,"North Indian, Chinese",500,Delivery
1794,Kakal Kai Ruchi,No,No,3.9,30,JP Nagar,Casual Dining,NA,"South Indian, North Indian, Chinese",450,Delivery
1796,Blue Berry Restaurant,No,No,2.9,17,BTM,Casual Dining,NA,"North Indian, Kerala, Chinese",600,Delivery
1800,Deccan Spice,No,No,3.5,65,JP Nagar,Casual Dining,"Hyderabadi Biryani, Dum Ka Chicken, Rice","North Indian, South Indian, Biryani",750,NA
1802,Desi Wok,No,No,2.7,76,BTM,Quick Bites,"Biryani, Manchow Soup, Naan","North Indian, Chinese",500,NA
1804,Namana Garden,No,No,2.6,75,BTM,Quick Bites,Vada,"North Indian, South Indian, Chinese, Street Food",400,Delivery
1805,Day N Night Kitchen,No,No,3.2,35,BTM,Delivery,NA,"Biryani, Chinese, North Indian",450,Delivery
1806,Andhra Grills,No,No,3,55,JP Nagar,Casual Dining,"Andhra Meal, Thali","Andhra, North Indian, Biryani",800,Delivery
1807,Appam Centre,No,No,3.2,4,JP Nagar,Quick Bites,NA,Kerala,200,Delivery
1809,Sea Horse,No,No,3.4,9,JP Nagar,Casual Dining,NA,"South Indian, Chinese",400,Delivery
1810,Sang Grail,No,No,3.6,34,JP Nagar,Quick Bites,NA,Healthy Food,300,Delivery
1820,Petoo,No,No,3.7,48,JP Nagar,Casual Dining,"Jal-jeera, Paratha, Chaat","North Indian, Fast Food, Street Food",800,Delivery
1821,Night Panda,No,No,2.9,39,JP Nagar,"Takeaway, Delivery","Burgers, Chicken Biryani","Fast Food, North Indian, Chinese",500,Delivery
1823,E2  Entre Envoy,No,No,3.5,13,BTM,Delivery,NA,"Chinese, North Indian, Biryani",550,Delivery
1824,Aha Juice Bar,No,No,3.6,13,BTM,Beverage Shop,NA,"Beverages, Fast Food",200,Delivery
1831,Tasty Restaurant,No,No,0,0,JP Nagar,Quick Bites,NA,"Kerala, South Indian, Chinese",300,Delivery
1836,Tandoori Spot,No,No,3.5,13,JP Nagar,Quick Bites,NA,"North Indian, Chinese",500,Delivery
1837,Night Hunger,No,No,3.1,6,JP Nagar,Delivery,NA,North Indian,350,Delivery
1840,Nutri Fit,No,No,0,0,JP Nagar,"Takeaway, Delivery",NA,Healthy Food,300,Delivery
1842,Padosi Apke Apne,No,No,0,0,JP Nagar,Quick Bites,NA,"South Indian, Chinese, North Indian",300,Delivery
1843,Grill On Wheels,No,No,0,0,JP Nagar,Quick Bites,NA,"North Indian, Chinese, BBQ, Arabian, Fast Food",400,Delivery
1845,Chicken Dera,No,No,3,25,JP Nagar,Quick Bites,NA,"Mughlai, Kebab, Biryani",400,Delivery
1846,Cocoa n Crme,No,No,3.5,11,JP Nagar,Bakery,NA,"Bakery, Desserts",250,Delivery
1858,Thirsty Tiger,No,Yes,3.5,51,JP Nagar,"Bar, Casual Dining",NA,"Continental, Finger Food",1300,Delivery
1859,Bay Root,No,No,3.7,24,BTM,Quick Bites,NA,"North Indian, Arabian",400,Delivery
1860,BTM Cakes,Yes,No,3.3,8,BTM,Bakery,NA,"Bakery, Desserts",400,Delivery
1861,Spicy World,Yes,No,3.4,7,JP Nagar,"Takeaway, Delivery",NA,North Indian,200,Delivery
1864,Moms Flavor,No,No,0,0,JP Nagar,Delivery,NA,"North Indian, Chinese",400,Delivery
1865,Kamat Swaad,Yes,No,3.9,193,JP Nagar,Casual Dining,"Jowar Roti, Akki Rottis, Buttermilk, Idli, Thali, Vada, Bajji","South Indian, North Indian, Chinese",400,Delivery
